seqid	ann1_start	ann1_end	ann1_score	ann1_name	ann1_class	ann2_start	ann2_end	ann2_score	ann2_name	ann2_class	overlap_start	overlap_end	overlap_length
CP002684.1	14248941	14255836	49997	LTR_229-int	LTR/Gypsy	14255818	14257265	12074	LTR_229-int	LTR/Gypsy	14255818	14255836	19
CP002684.1	14255818	14257265	12074	LTR_229-int	LTR/Gypsy	14257251	14257590	1510	LTR_145-int	LTR/Gypsy	14257251	14257265	15
CP002684.1	14257251	14257590	1510	LTR_145-int	LTR/Gypsy	14257360	14257912	2462	LTR_229-int	LTR/Gypsy	14257360	14257590	231
CP002684.1	14257360	14257912	2462	LTR_229-int	LTR/Gypsy	14257787	14259085	12438	LTR_210-int	LTR/Gypsy	14257787	14257912	126
CP002684.1	14262179	14263558	8826	TIR_110	DNA/CMC-EnSpm	14263556	14265062	11322	LTR_144-LTR	LTR/Gypsy	14263556	14263558	3
CP002684.1	14265063	14272338	19193	LTR_172-int	LTR/Gypsy	14272338	14273951	12209	LTR_144-LTR	LTR/Gypsy	14272338	14272338	1
CP002684.1	14296519	14296964	2876	Helitron_33	RC/Helitron	14296957	14297191	1499	Helitron_33	RC/Helitron	14296957	14296964	8
CP002684.1	14297465	14297650	402	TIR_3	Unknown	14297508	14297748	1450	Helitron_16	RC/Helitron	14297508	14297650	143
CP002684.1	14297508	14297748	1450	Helitron_16	RC/Helitron	14297736	14298879	9288	Helitron_17	RC/Helitron	14297736	14297748	13
CP002684.1	14297736	14298879	9288	Helitron_17	RC/Helitron	14298877	14299841	7374	Helitron_17	RC/Helitron	14298877	14298879	3
CP002684.1	14303425	14303748	1252	TIR_21	DNA/PIF-Harbinger	14303742	14303899	580	TIR_21	DNA/PIF-Harbinger	14303742	14303748	7
CP002684.1	14315125	14316758	11907	LTR_20-LTR	LTR/Gypsy	14316573	14316842	861	LTR_113-LTR	LTR/Gypsy	14316573	14316758	186
CP002684.1	14316845	14317336	4142	LTR_229-int	LTR/Gypsy	14317333	14320856	21178	LTR_229-int	LTR/Gypsy	14317333	14317336	4
CP002684.1	14322501	14323828	3265	LTR_146-int	LTR/Gypsy	14323803	14323907	434	LTR_171-int	LTR/Gypsy	14323803	14323828	26
CP002684.1	14325923	14326203	496	LTR_171-int	LTR/Gypsy	14326202	14326586	2164	LTR_171-int	LTR/Gypsy	14326202	14326203	2
CP002684.1	14330988	14331183	689	LTR_20-LTR	LTR/Gypsy	14331025	14331283	410	LTR_97-LTR	LTR/Gypsy	14331025	14331183	159
CP002684.1	14343365	14343496	428	LTR_206-int	LTR/Gypsy	14343379	14343812	2936	LTR_172-int	LTR/Gypsy	14343379	14343496	118
CP002684.1	14352596	14353032	471	LTR_205-int	LTR/Gypsy	14352673	14353060	668	LTR_171-int	LTR/Gypsy	14352673	14353032	360
CP002684.1	14361155	14362047	6741	LTR_49-LTR	LTR/Gypsy	14362047	14362267	1743	LTR_49-LTR	LTR/Gypsy	14362047	14362047	1
CP002684.1	14383411	14383867	3452	LTR_113-LTR	LTR/Gypsy	14383838	14384610	5413	LTR_113-LTR	LTR/Gypsy	14383838	14383867	30
CP002684.1	14386686	14386817	374	LTR_206-int	LTR/Gypsy	14386700	14390155	17920	LTR_172-int	LTR/Gypsy	14386700	14386817	118
CP002684.1	14405376	14405748	967	LTR_132-LTR	LTR/Copia	14405646	14405762	381	LTR_138-LTR	LTR/Copia	14405646	14405748	103
CP002684.1	14406808	14407700	6243	LTR_49-LTR	LTR/Gypsy	14407700	14407920	1623	LTR_49-LTR	LTR/Gypsy	14407700	14407700	1
CP002684.1	14448349	14448629	525	LTR_171-int	LTR/Gypsy	14448628	14449008	2160	LTR_171-int	LTR/Gypsy	14448628	14448629	2
CP002684.1	14453568	14453699	423	LTR_206-int	LTR/Gypsy	14453582	14457038	19830	LTR_172-int	LTR/Gypsy	14453582	14453699	118
CP002684.1	14462803	14463215	420	LTR_205-int	LTR/Gypsy	14462992	14463243	569	LTR_171-int	LTR/Gypsy	14462992	14463215	224
CP002684.1	14467538	14468484	5800	LTR_171-int	LTR/Gypsy	14468482	14470210	13664	LTR_171-int	LTR/Gypsy	14468482	14468484	3
CP002684.1	14471653	14472545	6682	LTR_49-LTR	LTR/Gypsy	14472545	14472765	1725	LTR_49-LTR	LTR/Gypsy	14472545	14472545	1
CP002684.1	14482594	14483780	8214	LTR_113-LTR	LTR/Gypsy	14483739	14483887	325	LTR_20-LTR	LTR/Gypsy	14483739	14483780	42
CP002684.1	14482594	14483780	8214	LTR_113-LTR	LTR/Gypsy	14483773	14483891	399	LTR_83-LTR	LTR/Gypsy	14483773	14483780	8
CP002684.1	14483739	14483887	325	LTR_20-LTR	LTR/Gypsy	14483773	14483891	399	LTR_83-LTR	LTR/Gypsy	14483773	14483887	115
CP002684.1	14489797	14491375	12459	LTR_134-LTR	LTR/Gypsy	14490036	14491651	13101	LTR_133-LTR	LTR/Gypsy	14490036	14491375	1340
CP002684.1	14493342	14493458	1373	LTR_211-int	LTR/Gypsy	14493375	14493556	377	LTR_210-int	LTR/Gypsy	14493375	14493458	84
CP002684.1	14497456	14498688	9817	LTR_113-LTR	LTR/Gypsy	14498681	14498846	1312	LTR_20-LTR	LTR/Gypsy	14498681	14498688	8
CP002684.1	14499173	14499957	2311	LTR_20-LTR	LTR/Gypsy	14499494	14501277	10207	LTR_113-LTR	LTR/Gypsy	14499494	14499957	464
CP002684.1	14501386	14502756	10567	LTR_229-int	LTR/Gypsy	14501429	14502921	8219	LTR_210-int	LTR/Gypsy	14501429	14502756	1328
CP002684.1	14503076	14504503	4303	LTR_210-int	LTR/Gypsy	14504298	14506435	14360	LTR_229-int	LTR/Gypsy	14504298	14504503	206
CP002684.1	14600617	14601074	2775	LTR_215-int	LTR/Gypsy	14601065	14601308	1114	LTR_216-int	LTR/Gypsy	14601065	14601074	10
CP002684.1	14601065	14601308	1114	LTR_216-int	LTR/Gypsy	14601306	14602433	7035	LTR_215-int	LTR/Gypsy	14601306	14601308	3
CP002684.1	14661715	14662289	4557	LTR_49-LTR	LTR/Gypsy	14662283	14664205	9158	LTR_171-int	LTR/Gypsy	14662283	14662289	7
CP002684.1	14715373	14717295	9158	LTR_171-int	LTR/Gypsy	14717289	14717863	4557	LTR_49-LTR	LTR/Gypsy	14717289	14717295	7
CP002684.1	14746644	14747218	4557	LTR_49-LTR	LTR/Gypsy	14747212	14749134	9158	LTR_171-int	LTR/Gypsy	14747212	14747218	7
CP002684.1	14805639	14807280	11524	LTR_134-LTR	LTR/Gypsy	14805933	14807555	12129	LTR_133-LTR	LTR/Gypsy	14805933	14807280	1348
CP002684.1	14807628	14815548	66211	LTR_146-int	LTR/Gypsy	14815548	14816078	3232	LTR_134-LTR	LTR/Gypsy	14815548	14815548	1
CP002684.1	14815548	14816078	3232	LTR_134-LTR	LTR/Gypsy	14816074	14816620	4313	LTR_133-LTR	LTR/Gypsy	14816074	14816078	5
CP002684.1	14839325	14841829	13248	LTR_148-int	LTR/Gypsy	14841808	14842567	4126	LTR_148-int	LTR/Gypsy	14841808	14841829	22
CP002684.1	14842587	14845078	11236	LTR_148-int	LTR/Gypsy	14845069	14846474	7488	LTR_148-int	LTR/Gypsy	14845069	14845078	10
CP002684.1	14849442	14851804	14690	LTR_150-int	LTR/Gypsy	14851777	14855094	21799	LTR_150-int	LTR/Gypsy	14851777	14851804	28
CP002684.1	14851777	14855094	21799	LTR_150-int	LTR/Gypsy	14855091	14855794	3823	LTR_150-int	LTR/Gypsy	14855091	14855094	4
CP002684.1	14867006	14867709	3823	LTR_150-int	LTR/Gypsy	14867706	14871023	21799	LTR_150-int	LTR/Gypsy	14867706	14867709	4
CP002684.1	14867706	14871023	21799	LTR_150-int	LTR/Gypsy	14870996	14873358	14690	LTR_150-int	LTR/Gypsy	14870996	14871023	28
CP002684.1	14876326	14877731	7488	LTR_148-int	LTR/Gypsy	14877722	14880213	11236	LTR_148-int	LTR/Gypsy	14877722	14877731	10
CP002684.1	14880233	14880992	4126	LTR_148-int	LTR/Gypsy	14880971	14883475	13248	LTR_148-int	LTR/Gypsy	14880971	14880992	22
CP002684.1	14897776	14898322	4309	LTR_133-LTR	LTR/Gypsy	14898318	14898848	3216	LTR_134-LTR	LTR/Gypsy	14898318	14898322	5
CP002684.1	14898318	14898848	3216	LTR_134-LTR	LTR/Gypsy	14898848	14906768	65914	LTR_146-int	LTR/Gypsy	14898848	14898848	1
CP002684.1	15041271	15043030	14695	LTR_134-LTR	LTR/Gypsy	15043030	15050984	71399	LTR_146-int	LTR/Gypsy	15043030	15043030	1
CP002684.1	15069187	15069691	327	LTR_210-int	LTR/Gypsy	15069485	15069766	25495	LTR_211-int	LTR/Gypsy	15069485	15069691	207
CP002684.1	15070559	15074187	25495	LTR_211-int	LTR/Gypsy	15074170	15074742	5027	LTR_229-int	LTR/Gypsy	15074170	15074187	18
CP002684.1	15074170	15074742	5027	LTR_229-int	LTR/Gypsy	15074742	15076081	10813	LTR_113-LTR	LTR/Gypsy	15074742	15074742	1
CP002684.1	15076948	15077864	6080	LTR_28-LTR	LTR/Gypsy	15076950	15078272	4284	LTR_134-LTR	LTR/Gypsy	15076950	15077864	915
CP002684.1	15076950	15078272	4284	LTR_134-LTR	LTR/Gypsy	15077899	15078779	5561	LTR_28-LTR	LTR/Gypsy	15077899	15078272	374
CP002684.1	15151160	15153708	10654	TIR_69	DNA/CMC-EnSpm	15153704	15154884	3636	TIR_69	DNA/CMC-EnSpm	15153704	15153708	5
CP002684.1	15180764	15185686	36261	LTR_210-int	LTR/Gypsy	15183689	15187460	25890	LTR_211-int	LTR/Gypsy	15183689	15185686	1998
CP002684.1	15214493	15215968	44209	TIR_110	DNA/CMC-EnSpm	15215966	15218295	14099	LTR_153-int	LTR/Gypsy	15215966	15215968	3
CP002684.1	15215966	15218295	14099	LTR_153-int	LTR/Gypsy	15217409	15219191	4759	LTR_215-int	LTR/Gypsy	15217409	15218295	887
CP002684.1	15217409	15219191	4759	LTR_215-int	LTR/Gypsy	15218339	15221429	18706	LTR_153-int	LTR/Gypsy	15218339	15219191	853
CP002684.1	15285928	15287650	11529	LTR_185-int	LTR/Gypsy	15286219	15288795	11418	LTR_186-int	LTR/Gypsy	15286219	15287650	1432
CP002684.1	15286219	15288795	11418	LTR_186-int	LTR/Gypsy	15288794	15289512	4816	LTR_2-LTR	LTR/Gypsy	15288794	15288795	2
CP002684.1	15300509	15301149	4444	LTR_186-int	LTR/Gypsy	15301144	15303110	15095	LTR_186-int	LTR/Gypsy	15301144	15301149	6
CP002684.1	15301144	15303110	15095	LTR_186-int	LTR/Gypsy	15303104	15304427	9784	LTR_186-int	LTR/Gypsy	15303104	15303110	7
CP002684.1	15312022	15313131	9245	LTR_227-int	LTR/Gypsy	15313127	15314450	7615	LTR_153-int	LTR/Gypsy	15313127	15313131	5
CP002684.1	15313127	15314450	7615	LTR_153-int	LTR/Gypsy	15313564	15315346	4759	LTR_227-int	LTR/Gypsy	15313564	15314450	887
CP002684.1	15313564	15315346	4759	LTR_227-int	LTR/Gypsy	15314494	15317584	18706	LTR_153-int	LTR/Gypsy	15314494	15315346	853
CP002684.1	15379267	15383540	29643	LTR_185-int	LTR/Gypsy	15383535	15384020	2405	LTR_191-int	LTR/Gypsy	15383535	15383540	6
CP002684.1	15384032	15385754	10902	LTR_185-int	LTR/Gypsy	15384323	15386899	10753	LTR_186-int	LTR/Gypsy	15384323	15385754	1432
CP002684.1	15384323	15386899	10753	LTR_186-int	LTR/Gypsy	15386898	15387616	4561	LTR_2-LTR	LTR/Gypsy	15386898	15386899	2
CP002684.1	15398591	15399231	4210	LTR_186-int	LTR/Gypsy	15399226	15401192	14357	LTR_186-int	LTR/Gypsy	15399226	15399231	6
CP002684.1	15399226	15401192	14357	LTR_186-int	LTR/Gypsy	15401186	15402509	9292	LTR_186-int	LTR/Gypsy	15401186	15401192	7
CP002684.1	15419788	15420308	3643	LTR_134-LTR	LTR/Gypsy	15420296	15420826	3557	LTR_133-LTR	LTR/Gypsy	15420296	15420308	13
CP002684.1	15425003	15425360	548	LTR_49-LTR	LTR/Gypsy	15425288	15425741	986	LTR_96-LTR	LTR/Gypsy	15425288	15425360	73
CP002684.1	15425288	15425741	986	LTR_96-LTR	LTR/Gypsy	15425457	15426176	2240	LTR_49-LTR	LTR/Gypsy	15425457	15425741	285
CP002684.1	15426513	15427176	896	LTR_53-LTR	LTR/Gypsy	15426609	15427185	915	LTR_20-LTR	LTR/Gypsy	15426609	15427176	568
CP002684.1	15428470	15429132	1267	LTR_49-LTR	LTR/Gypsy	15428911	15429315	632	LTR_96-LTR	LTR/Gypsy	15428911	15429132	222
CP002684.1	15428911	15429315	632	LTR_96-LTR	LTR/Gypsy	15429302	15429550	480	LTR_49-LTR	LTR/Gypsy	15429302	15429315	14
CP002684.1	15438169	15440921	13722	LTR_153-int	LTR/Gypsy	15440914	15441121	703	LTR_153-int	LTR/Gypsy	15440914	15440921	8
CP002684.1	15447064	15448897	15781	LTR_229-int	LTR/Gypsy	15448886	15449141	1515	LTR_145-int	LTR/Gypsy	15448886	15448897	12
CP002684.1	15448886	15449141	1515	LTR_145-int	LTR/Gypsy	15448992	15450558	4492	LTR_229-int	LTR/Gypsy	15448992	15449141	150
CP002684.1	15452560	15452867	1497	LTR_113-LTR	LTR/Gypsy	15452733	15454302	11877	LTR_20-LTR	LTR/Gypsy	15452733	15452867	135
CP002684.1	15455488	15457088	13207	LTR_134-LTR	LTR/Gypsy	15455748	15457374	13190	LTR_133-LTR	LTR/Gypsy	15455748	15457088	1341
CP002684.1	15457376	15460514	16306	LTR_205-int	LTR/Gypsy	15460353	15460755	2657	LTR_145-int	LTR/Gypsy	15460353	15460514	162
CP002684.1	15460353	15460755	2657	LTR_145-int	LTR/Gypsy	15460669	15462471	15396	LTR_205-int	LTR/Gypsy	15460669	15460755	87
CP002684.1	15464316	15467454	16247	LTR_205-int	LTR/Gypsy	15467293	15467695	2670	LTR_145-int	LTR/Gypsy	15467293	15467454	162
CP002684.1	15467293	15467695	2670	LTR_145-int	LTR/Gypsy	15467609	15469410	15398	LTR_205-int	LTR/Gypsy	15467609	15467695	87
CP002684.1	15471255	15474393	16236	LTR_205-int	LTR/Gypsy	15474232	15474634	2639	LTR_145-int	LTR/Gypsy	15474232	15474393	162
CP002684.1	15474232	15474634	2639	LTR_145-int	LTR/Gypsy	15474548	15476350	15383	LTR_205-int	LTR/Gypsy	15474548	15474634	87
CP002684.1	15478196	15481334	16237	LTR_205-int	LTR/Gypsy	15481173	15481575	2657	LTR_145-int	LTR/Gypsy	15481173	15481334	162
CP002684.1	15481173	15481575	2657	LTR_145-int	LTR/Gypsy	15481489	15483289	15476	LTR_205-int	LTR/Gypsy	15481489	15481575	87
CP002684.1	15483290	15484890	13255	LTR_134-LTR	LTR/Gypsy	15483551	15485176	13229	LTR_133-LTR	LTR/Gypsy	15483551	15484890	1340
CP002684.1	15493546	15499827	42260	LTR_211-int	LTR/Gypsy	15499656	15499971	652	LTR_146-int	LTR/Gypsy	15499656	15499827	172
CP002684.1	15499656	15499971	652	LTR_146-int	LTR/Gypsy	15499964	15500190	368	LTR_146-int	LTR/Gypsy	15499964	15499971	8
CP002684.1	15500325	15502777	16251	LTR_211-int	LTR/Gypsy	15502775	15503255	4348	LTR_211-int	LTR/Gypsy	15502775	15502777	3
CP002684.1	15513284	15513712	3462	LTR_229-int	LTR/Gypsy	15513703	15514580	6728	LTR_229-int	LTR/Gypsy	15513703	15513712	10
CP002684.1	15537829	15539348	12837	LTR_229-int	LTR/Gypsy	15539343	15542038	14801	LTR_229-int	LTR/Gypsy	15539343	15539348	6
CP002684.1	15542054	15544520	20733	LTR_229-int	LTR/Gypsy	15544520	15546208	11474	LTR_113-LTR	LTR/Gypsy	15544520	15544520	1
CP002684.1	15547249	15548462	6081	LTR_185-int	LTR/Gypsy	15548455	15549795	6487	LTR_185-int	LTR/Gypsy	15548455	15548462	8
CP002684.1	15548455	15549795	6487	LTR_185-int	LTR/Gypsy	15549794	15549995	491	LTR_241-int	LTR/Gypsy	15549794	15549795	2
CP002684.1	15552385	15554136	14283	LTR_205-int	LTR/Gypsy	15554130	15557524	26083	LTR_205-int	LTR/Gypsy	15554130	15554136	7
CP002684.1	15557532	15557915	3252	LTR_78-LTR	LTR/Gypsy	15557905	15559659	14297	LTR_205-int	LTR/Gypsy	15557905	15557915	11
CP002684.1	15557905	15559659	14297	LTR_205-int	LTR/Gypsy	15559653	15561956	17410	LTR_205-int	LTR/Gypsy	15559653	15559659	7
CP002684.1	15559653	15561956	17410	LTR_205-int	LTR/Gypsy	15561952	15562060	702	LTR_189-int	LTR/Gypsy	15561952	15561956	5
CP002684.1	15561952	15562060	702	LTR_189-int	LTR/Gypsy	15562039	15564054	16512	LTR_13-LTR	LTR/Gypsy	15562039	15562060	22
CP002684.1	15564055	15565135	4439	LTR_189-int	LTR/Gypsy	15565114	15567091	11488	LTR_13-LTR	LTR/Gypsy	15565114	15565135	22
CP002684.1	15567092	15567549	3172	LTR_205-int	LTR/Gypsy	15567542	15568004	3704	LTR_206-int	LTR/Gypsy	15567542	15567549	8
CP002684.1	15567542	15568004	3704	LTR_206-int	LTR/Gypsy	15568004	15569625	12016	LTR_97-LTR	LTR/Gypsy	15568004	15568004	1
CP002684.1	15574393	15576537	5504	LTR_241-int	LTR/Gypsy	15576516	15577998	4299	LTR_200-int	LTR/Gypsy	15576516	15576537	22
CP002684.1	15580026	15580916	4476	LTR_200-int	LTR/Gypsy	15580029	15581038	4171	LTR_186-int	LTR/Gypsy	15580029	15580916	888
CP002684.1	15585641	15586353	1446	LTR_96-LTR	LTR/Gypsy	15586061	15586774	2567	LTR_49-LTR	LTR/Gypsy	15586061	15586353	293
CP002684.1	15588988	15589347	661	LTR_49-LTR	LTR/Gypsy	15589272	15589701	707	LTR_96-LTR	LTR/Gypsy	15589272	15589347	76
CP002684.1	15589272	15589701	707	LTR_96-LTR	LTR/Gypsy	15589438	15590139	1074	LTR_49-LTR	LTR/Gypsy	15589438	15589701	264
CP002684.1	15592533	15594100	4662	LTR_146-int	LTR/Gypsy	15594099	15594925	4251	LTR_171-int	LTR/Gypsy	15594099	15594100	2
CP002684.1	15596422	15596530	544	LTR_171-int	LTR/Gypsy	15596512	15596679	817	LTR_171-int	LTR/Gypsy	15596512	15596530	19
CP002684.1	15624751	15625183	569	LTR_96-LTR	LTR/Gypsy	15624902	15625637	1512	LTR_49-LTR	LTR/Gypsy	15624902	15625183	282
CP002684.1	15639889	15640359	2756	LTR_171-int	LTR/Gypsy	15640351	15640867	2429	LTR_171-int	LTR/Gypsy	15640351	15640359	9
CP002684.1	15658820	15659445	537	LTR_235-int	LTR/Copia	15658859	15659506	408	LTR_190-int	LTR/Copia	15658859	15659445	587
CP002684.1	15670696	15671015	1996	LTR_216-int	LTR/Gypsy	15670772	15671165	3103	LTR_215-int	LTR/Gypsy	15670772	15671015	244
CP002684.1	15670772	15671165	3103	LTR_215-int	LTR/Gypsy	15671155	15671923	5860	LTR_215-int	LTR/Gypsy	15671155	15671165	11
CP002684.1	15676245	15677560	10586	LTR_20-LTR	LTR/Gypsy	15677559	15678593	3292	TIR_69	DNA/CMC-EnSpm	15677559	15677560	2
CP002684.1	15678678	15679566	2769	TIR_69	DNA/CMC-EnSpm	15679563	15680073	1798	TIR_108	DNA/CMC-EnSpm	15679563	15679566	4
CP002684.1	15696729	15697089	394	LTR_49-LTR	LTR/Gypsy	15697040	15697445	1214	LTR_96-LTR	LTR/Gypsy	15697040	15697089	50
CP002684.1	15697040	15697445	1214	LTR_96-LTR	LTR/Gypsy	15697154	15697892	3511	LTR_49-LTR	LTR/Gypsy	15697154	15697445	292
CP002684.1	15717225	15717690	1183	LTR_96-LTR	LTR/Gypsy	15717400	15718137	3526	LTR_49-LTR	LTR/Gypsy	15717400	15717690	291
CP002684.1	15718864	15719224	466	LTR_49-LTR	LTR/Gypsy	15719175	15719579	766	LTR_96-LTR	LTR/Gypsy	15719175	15719224	50
CP002684.1	15719175	15719579	766	LTR_96-LTR	LTR/Gypsy	15719289	15719722	1750	LTR_49-LTR	LTR/Gypsy	15719289	15719579	291
CP002684.1	15719289	15719722	1750	LTR_49-LTR	LTR/Gypsy	15719721	15720014	2084	LTR_171-int	LTR/Gypsy	15719721	15719722	2
CP002684.1	15733049	15734834	6823	TIR_69	DNA/CMC-EnSpm	15734832	15735463	2749	TIR_69	DNA/CMC-EnSpm	15734832	15734834	3
CP002684.1	15734832	15735463	2749	TIR_69	DNA/CMC-EnSpm	15735459	15735656	840	TIR_69	DNA/CMC-EnSpm	15735459	15735463	5
CP002684.1	15742402	15743012	1786	TIR_69	DNA/CMC-EnSpm	15743010	15743188	618	TIR_108	DNA/CMC-EnSpm	15743010	15743012	3
CP002684.1	15750262	15750643	594	LTR_49-LTR	LTR/Gypsy	15750590	15750999	1293	LTR_96-LTR	LTR/Gypsy	15750590	15750643	54
CP002684.1	15750590	15750999	1293	LTR_96-LTR	LTR/Gypsy	15750713	15751435	3581	LTR_49-LTR	LTR/Gypsy	15750713	15750999	287
CP002684.1	15760325	15760677	675	LTR_49-LTR	LTR/Gypsy	15760609	15760710	291	LTR_96-LTR	LTR/Gypsy	15760609	15760677	69
CP002684.1	15784489	15786430	11878	LTR_133-LTR	LTR/Gypsy	15785933	15786431	3848	LTR_134-LTR	LTR/Gypsy	15785933	15786430	498
CP002684.1	15799514	15800678	7136	LTR_99-LTR	LTR/Gypsy	15800677	15804539	27214	LTR_184-int	LTR/Gypsy	15800677	15800678	2
CP002684.1	15800677	15804539	27214	LTR_184-int	LTR/Gypsy	15804537	15806306	11997	LTR_184-int	LTR/Gypsy	15804537	15804539	3
CP002684.1	15816322	15816974	1904	LTR_203-int	LTR/Copia	15816801	15816974	280	LTR_255-int	LTR/Copia	15816801	15816974	174
CP002684.1	15826873	15827398	913	LTR_210-int	LTR/Gypsy	15827166	15831718	30925	LTR_211-int	LTR/Gypsy	15827166	15827398	233
CP002684.1	15827166	15831718	30925	LTR_211-int	LTR/Gypsy	15828336	15833570	36149	LTR_210-int	LTR/Gypsy	15828336	15831718	3383
CP002684.1	15839085	15839610	944	LTR_210-int	LTR/Gypsy	15839378	15843934	31013	LTR_211-int	LTR/Gypsy	15839378	15839610	233
CP002684.1	15839378	15843934	31013	LTR_211-int	LTR/Gypsy	15840548	15845786	36034	LTR_210-int	LTR/Gypsy	15840548	15843934	3387
CP002684.1	15903061	15903355	791	TIR_111	DNA/CMC-EnSpm	15903287	15903668	2492	TIR_60	DNA/CMC-EnSpm	15903287	15903355	69
CP002684.1	15939324	15939783	3520	TIR_37	DNA/TcMar	15939781	15941178	11141	TIR_37	DNA/TcMar	15939781	15939783	3
CP002684.1	15987639	15988344	1129	LTR_144-LTR	LTR/Gypsy	15987950	15988523	1015	LTR_133-LTR	LTR/Gypsy	15987950	15988344	395
CP002684.1	16012583	16019123	33416	LTR_184-int	LTR/Gypsy	16019122	16019694	4384	LTR_99-LTR	LTR/Gypsy	16019122	16019123	2
CP002684.1	16043784	16045077	5057	TIR_71	DNA/PIF-Harbinger	16044884	16045138	338	TIR_101	DNA/TcMar	16044884	16045077	194
CP002684.1	16074180	16074324	517	Helitron_33	RC/Helitron	16074319	16074435	636	Helitron_0	RC/Helitron	16074319	16074324	6
CP002684.1	16090524	16091249	1391	LTR_49-LTR	LTR/Gypsy	16090945	16091659	1056	LTR_96-LTR	LTR/Gypsy	16090945	16091249	305
CP002684.1	16093461	16093565	319	LTR_171-int	LTR/Gypsy	16093463	16093579	227	LTR_171-int	LTR/Gypsy	16093463	16093565	103
CP002684.1	16095803	16103134	46977	LTR_172-int	LTR/Gypsy	16103017	16103148	442	LTR_171-int	LTR/Gypsy	16103017	16103134	118
CP002684.1	16112324	16112826	2263	LTR_171-int	LTR/Gypsy	16112814	16113420	2834	LTR_171-int	LTR/Gypsy	16112814	16112826	13
CP002684.1	16115818	16115944	248	LTR_14-LTR	LTR/Copia	16115905	16116014	232	LTR_43-LTR	LTR/Copia	16115905	16115944	40
CP002684.1	16122749	16122858	325	LTR_196-int	LTR/Copia	16122832	16123520	3044	LTR_196-int	LTR/Copia	16122832	16122858	27
CP002684.1	16144768	16145001	558	Helitron_16	RC/Helitron	16144980	16145480	776	TIR_3	Unknown	16144980	16145001	22
CP002684.1	16159403	16160538	8198	Helitron_37	RC/Helitron	16160530	16161451	5294	Helitron_37	RC/Helitron	16160530	16160538	9
CP002684.1	16195380	16196209	668	LTR_160-int	LTR/Gypsy	16195467	16196570	912	LTR_184-int	LTR/Gypsy	16195467	16196209	743
CP002684.1	16196896	16197283	326	LTR_184-int	LTR/Gypsy	16196949	16197322	441	LTR_160-int	LTR/Gypsy	16196949	16197283	335
CP002684.1	16239353	16239506	507	Homology_Non_LTR_8	LINE/L1	16239388	16239696	492	Homology_Non_LTR_7	LINE/L1	16239388	16239506	119
CP002684.1	16240444	16240668	315	Homology_Non_LTR_5	LINE/L1	16240502	16244583	18244	Homology_Non_LTR_8	LINE/L1	16240502	16240668	167
CP002684.1	16253159	16253648	872	TIR_10	Unknown	16253230	16253720	862	TIR_10	Unknown	16253230	16253648	419
CP002684.1	16258668	16259347	4921	TIR_16	DNA/PIF-Harbinger	16258944	16259812	5555	TIR_38	Unknown	16258944	16259347	404
CP002684.1	16259818	16260350	3128	TIR_2	Unknown	16260326	16260467	289	TIR_33	DNA/TcMar	16260326	16260350	25
CP002684.1	16317351	16317462	678	Helitron_16	RC/Helitron	16317439	16317596	1006	Helitron_33	RC/Helitron	16317439	16317462	24
CP002684.1	16317439	16317596	1006	Helitron_33	RC/Helitron	16317587	16317875	1925	Helitron_33	RC/Helitron	16317587	16317596	10
CP002684.1	16321605	16322024	359	Homology_Non_LTR_5	LINE/L1	16321691	16322717	852	Homology_Non_LTR_8	LINE/L1	16321691	16322024	334
CP002684.1	16321691	16322717	852	Homology_Non_LTR_8	LINE/L1	16322642	16324327	2385	Homology_Non_LTR_7	LINE/L1	16322642	16322717	76
CP002684.1	16322642	16324327	2385	Homology_Non_LTR_7	LINE/L1	16323578	16324403	3765	Homology_Non_LTR_0	LINE/L1	16323578	16324327	750
CP002684.1	16340978	16341245	1752	TIR_3	Unknown	16341129	16341274	247	Helitron_20	RC/Helitron	16341129	16341245	117
CP002684.1	16351520	16351915	845	TIR_13	DNA/PIF-Harbinger	16351520	16352108	2045	TIR_97	DNA/hAT	16351520	16351915	396
CP002684.1	16353442	16353952	1199	TIR_71	DNA/PIF-Harbinger	16353944	16354270	997	TIR_71	DNA/PIF-Harbinger	16353944	16353952	9
CP002684.1	16375838	16376351	665	LTR_185-int	LTR/Gypsy	16376244	16376662	775	LTR_191-int	LTR/Gypsy	16376244	16376351	108
CP002684.1	16380111	16381245	8002	LTR_99-LTR	LTR/Gypsy	16381229	16383167	15826	LTR_184-int	LTR/Gypsy	16381229	16381245	17
CP002684.1	16381229	16383167	15826	LTR_184-int	LTR/Gypsy	16383163	16386514	25376	LTR_183-int	LTR/Gypsy	16383163	16383167	5
